id,address,function,length,setpoint,gain,reset rate,deadband,cycle time,rate,system mode,control scheme,pump,solenoid,pressure measurement,crc rate,command response,time,binary result,categorized result,specific result
46,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.2465,14660,0,1418682203,1,1,30
78,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.79203,16691,0,1418682283,1,1,30
146,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.46E-39,13378,0,1418682487,1,1,31
158,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.00E-39,17221,0,1418682523,1,1,31
166,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.00E-39,17221,0,1418682547,1,1,31
522,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14147,0,1418682870,1,1,32
554,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16965,0,1418682899,1,1,32
578,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14647,0,1418682921,1,1,32
594,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14404,0,1418682935,1,1,32
622,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17459,0,1418682961,1,1,32
630,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13635,0,1418682968,1,1,32
2366,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16696,0,1418684648,1,1,32
2374,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14389,0,1418684672,1,1,32
2386,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17718,0,1418684707,1,1,32
2402,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12357,0,1418684720,1,1,32
2418,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16688,0,1418684734,1,1,32
2434,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17220,0,1418684747,1,1,32
3166,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17714,0,1418685358,1,1,32
3170,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16966,0,1418685362,1,1,32
3186,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17720,0,1418685375,1,1,32
3198,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13873,0,1418685385,1,1,32
3202,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16948,0,1418685388,1,1,32
3214,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14136,0,1418685398,1,1,32
3222,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17969,0,1418685405,1,1,32
3230,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17463,0,1418685412,1,1,32
3234,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14393,0,1418685415,1,1,32
3250,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12857,0,1418685428,1,1,32
3254,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17200,0,1418685431,1,1,32
3378,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.04E-19,13617,0,1418685534,1,1,29
3382,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.30E-36,17458,0,1418685538,1,1,29
3438,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.37E-13,17989,0,1418685584,1,1,29
4598,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.86E-38,13122,0,1418686710,1,1,31
4602,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.86E-38,17202,0,1418686721,1,1,31
4670,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.84E-38,13893,0,1418686921,1,1,31
5954,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0088,17458,0,1418688140,1,1,30
5958,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.563443,16953,0,1418688143,1,1,30
6600,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.76E-39,14149,0,1418688893,1,1,31
6604,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.03E-39,13126,0,1418688896,1,1,31
6608,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.03E-39,13360,0,1418688900,1,1,31
6620,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.03E-39,13361,0,1418688910,1,1,31
6636,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.49E-39,16964,0,1418688923,1,1,31
6640,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.76E-39,14149,0,1418688926,1,1,31
6648,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.03E-39,13361,0,1418688933,1,1,31
6976,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.64368,16705,0,1418689442,1,1,30
7020,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.66882,14392,0,1418689546,1,1,30
7028,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.7958,13377,0,1418689552,1,1,30
7032,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.37554,14404,0,1418689556,1,1,30
8544,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12343,0,1418690817,1,1,32
8580,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16709,0,1418690847,1,1,32
8596,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13105,0,1418690861,1,1,32
8600,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14145,0,1418690864,1,1,32
8624,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17208,0,1418690884,1,1,32
8632,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13124,0,1418690891,1,1,32
8636,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12358,0,1418690894,1,1,32
8644,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.02E-38,12849,0,1418690901,1,1,31
8668,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.01E-38,16962,0,1418690921,1,1,31
8692,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.01E-38,13105,0,1418690941,1,1,31
8700,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.01E-38,13104,0,1418690947,1,1,31
8704,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.01E-38,13363,0,1418690951,1,1,31
8716,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.01E-38,16961,0,1418690961,1,1,31
9836,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12601,0,1418691896,1,1,32
9848,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12609,0,1418691906,1,1,32
9872,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13379,0,1418691926,1,1,32
9880,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17732,0,1418691933,1,1,32
10300,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.14E-39,14661,0,1418692409,1,1,31
10376,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.94E-39,17463,0,1418692632,1,1,31
10416,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.89E-39,16695,0,1418692749,1,1,31
10652,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12856,0,1418692971,1,1,32
10672,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17714,0,1418692988,1,1,32
10920,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16706,0,1418693195,1,1,32
10924,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17206,0,1418693198,1,1,32
10932,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13377,0,1418693205,1,1,32
10936,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13107,0,1418693208,1,1,32
10940,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16696,0,1418693212,1,1,32
10944,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14660,0,1418693215,1,1,32
10976,4,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12867,0,1418693242,1,1,32
